고객ID,Recency,Frequency,Monetary,R점수,F점수,M점수,RFM합계,군집,이탈여부,세그먼트
C108474,19,140.0,6790000,3,5,5,13,1,0,VIP 충성고객
C108475,9,39.2,1987400,4,3,4,11,0,0,휴면/이탈위험
C108476,0,42.0,1864800,5,3,4,12,0,0,휴면/이탈위험
C108477,11,89.9,2382400,4,5,4,13,3,0,성장 잠재고객
C108478,38,22.0,536800,2,2,2,6,2,0,일반 유지고객
C108479,45,6.0,297600,1,1,1,3,2,1,일반 유지고객
C108480,18,24.0,979200,3,2,3,8,0,0,휴면/이탈위험
C108481,2,45.0,2011500,4,4,4,12,0,0,휴면/이탈위험
C108482,19,13.6,618800,3,1,2,6,0,0,휴면/이탈위험
C108483,18,25.6,1136600,3,2,3,8,0,0,휴면/이탈위험
C108484,40,7.7,294100,1,1,1,3,2,0,일반 유지고객
C108485,52,150.0,3930000,1,5,5,11,3,0,성장 잠재고객
C108486,32,49.3,374700,2,4,1,7,0,1,휴면/이탈위험
C108487,63,49.4,1847600,1,4,4,9,2,0,일반 유지고객
C108488,37,28.5,929100,2,3,3,8,2,0,일반 유지고객
C108489,14,13.5,656100,3,1,2,6,0,0,휴면/이탈위험
C108490,27,13.6,511400,2,1,2,5,0,1,휴면/이탈위험
C108491,31,55.2,1595300,2,4,4,10,0,1,휴면/이탈위험
C108492,9,75.9,3711500,4,5,5,14,3,0,성장 잠재고객
C108493,16,6.0,118800,3,1,1,5,0,0,휴면/이탈위험
C108494,15,127.6,6048200,3,5,5,13,3,0,성장 잠재고객
C108495,3,97.2,2128700,4,5,4,13,3,0,성장 잠재고객
C108496,10,12.6,274700,4,1,1,6,0,0,휴면/이탈위험
C108497,35,39.2,1748300,2,3,4,9,2,0,일반 유지고객
C108498,9,15.6,500800,4,2,2,8,0,0,휴면/이탈위험
C108499,4,19.0,537700,4,2,2,8,0,0,휴면/이탈위험
C108500,8,53.2,1298100,4,4,3,11,0,0,휴면/이탈위험
C108501,46,18.9,255200,1,2,1,4,2,0,일반 유지고객
C108502,29,61.0,3464800,2,4,5,11,3,0,성장 잠재고객
C108503,14,61.2,1401500,3,4,3,10,0,0,휴면/이탈위험
C108504,30,14.3,603500,2,1,2,5,0,0,휴면/이탈위험
C108505,0,38.0,1143800,5,3,3,11,0,0,휴면/이탈위험
C108506,42,75.2,2737300,1,5,5,11,3,1,성장 잠재고객
C108507,0,76.8,1190400,5,5,3,13,0,1,휴면/이탈위험
C108508,22,11.2,383000,2,1,1,4,0,0,휴면/이탈위험
C108509,0,37.6,943800,5,3,3,11,0,0,휴면/이탈위험
C108510,15,151.8,3233300,3,5,5,13,3,0,성장 잠재고객
C108511,32,32.0,1782400,2,3,4,9,0,1,휴면/이탈위험
C108512,16,22.2,1147700,3,2,3,8,0,0,휴면/이탈위험
C108513,116,31.2,1054600,1,3,3,7,2,1,일반 유지고객
C108514,68,0.8,19200,1,1,1,3,2,1,일반 유지고객
C108515,43,22.0,1003200,1,2,3,6,2,0,일반 유지고객
C108516,0,55.9,1766400,5,4,4,13,0,0,휴면/이탈위험
C108517,2,27.2,1066200,4,3,3,10,0,1,휴면/이탈위험
C108518,0,89.6,2947800,5,5,5,15,3,0,성장 잠재고객
C108519,19,36.0,1735200,3,3,4,10,0,0,휴면/이탈위험
C108520,11,145.7,2651700,4,5,5,14,3,0,성장 잠재고객
C108521,3,16.5,600600,4,2,2,8,0,0,휴면/이탈위험
C108522,0,55.5,2802800,5,4,5,14,3,0,성장 잠재고객
C108523,28,48.0,1296000,2,4,3,9,0,0,휴면/이탈위험
C108524,15,56.1,280500,3,4,1,8,0,0,휴면/이탈위험
C108525,21,12.4,530700,3,1,2,6,0,0,휴면/이탈위험
C108526,0,96.0,3379200,5,5,5,15,3,0,성장 잠재고객
C108527,31,15.0,601500,2,2,2,6,0,0,휴면/이탈위험
C108528,42,12.8,428800,1,1,2,4,2,0,일반 유지고객
C108529,21,52.5,2520000,3,4,4,11,3,0,성장 잠재고객
C108530,31,47.3,2454900,2,4,4,10,0,0,휴면/이탈위험
C108531,17,34.5,1345500,3,3,3,9,0,0,휴면/이탈위험
C108532,21,148.5,7751700,3,5,5,13,1,0,VIP 충성고객
C108533,62,15.6,510100,1,2,2,5,2,0,일반 유지고객
C108534,15,26.4,953000,3,2,3,8,0,1,휴면/이탈위험
C108535,62,21.6,555100,1,2,2,5,2,0,일반 유지고객
C108536,43,22.4,1243200,1,2,3,6,2,0,일반 유지고객
C108537,16,42.0,890400,3,3,3,9,0,0,휴면/이탈위험
C108538,0,99.6,2838600,5,5,5,15,3,0,성장 잠재고객
C108539,8,28.0,1316000,4,3,3,10,0,0,휴면/이탈위험
C108540,32,8.4,298200,2,1,1,4,0,1,휴면/이탈위험
C108541,20,38.0,946200,3,3,3,9,0,0,휴면/이탈위험
C108542,27,35.1,1168800,2,3,3,8,0,0,휴면/이탈위험
C108543,0,46.8,1909400,5,4,4,13,0,0,휴면/이탈위험
C108544,60,32.0,956800,1,3,3,7,2,0,일반 유지고객
C108545,40,51.6,1640900,1,4,4,9,2,0,일반 유지고객
C108546,18,105.4,3488700,3,5,5,13,3,0,성장 잠재고객
C108547,63,19.2,616300,1,2,2,5,2,1,일반 유지고객
C108548,1,13.6,359000,5,1,1,7,0,0,휴면/이탈위험
C108549,2,14.7,142600,4,2,1,7,0,0,휴면/이탈위험
C108550,0,200.6,9588700,5,5,5,15,1,0,VIP 충성고객
C108551,62,211.2,9588500,1,5,5,11,1,0,VIP 충성고객
C108552,0,60.2,2961800,5,4,5,14,3,0,성장 잠재고객
C108553,27,8.4,157900,2,1,1,4,0,0,휴면/이탈위험
C108554,35,35.2,936300,2,3,3,8,2,1,일반 유지고객
C108555,33,139.4,2118900,2,5,4,11,3,0,성장 잠재고객
C108556,0,153.4,8329600,5,5,5,15,1,0,VIP 충성고객
C108557,15,48.0,2001600,3,4,4,11,0,1,휴면/이탈위험
C108558,13,14.4,411800,3,2,2,7,0,0,휴면/이탈위험
C108559,20,25.0,655000,3,2,2,7,0,0,휴면/이탈위험
C108560,21,132.0,5715600,3,5,5,13,3,1,성장 잠재고객
C108561,2,10.5,488200,4,1,2,7,0,0,휴면/이탈위험
C108562,38,21.0,844200,2,2,3,7,2,1,일반 유지고객
C108563,17,63.0,2387700,3,4,4,11,3,1,성장 잠재고객
C108564,48,74.8,1181800,1,4,3,8,2,1,일반 유지고객
C108565,45,29.9,1390400,1,3,3,7,2,1,일반 유지고객
C108566,40,35.7,839000,1,3,3,7,2,0,일반 유지고객
C108567,8,5.6,257600,4,1,1,6,0,0,휴면/이탈위험
C108568,16,13.6,352200,3,1,1,5,0,0,휴면/이탈위험
C108569,24,32.5,1901200,2,3,4,9,0,0,휴면/이탈위험
C108570,64,32.0,1699200,1,3,4,8,2,1,일반 유지고객
C108571,17,14.4,561600,3,2,2,7,0,0,휴면/이탈위험
C108572,12,128.0,3622400,3,5,5,13,3,0,성장 잠재고객
C108573,9,1.2,17200,4,1,1,6,0,0,휴면/이탈위험
C108574,29,38.4,994600,2,3,3,8,0,0,휴면/이탈위험
C108575,17,24.5,1146600,3,2,3,8,0,0,휴면/이탈위험
C108576,47,40.0,1192000,1,3,3,7,2,1,일반 유지고객
C108577,52,22.1,881800,1,2,3,6,2,1,일반 유지고객
C108578,30,4.2,121000,2,1,1,4,0,1,휴면/이탈위험
C108579,7,70.4,1696600,4,4,4,12,3,0,성장 잠재고객
C108580,33,72.5,1580500,2,4,4,10,3,0,성장 잠재고객
C108581,19,20.4,102000,3,2,1,6,0,1,휴면/이탈위험
C108582,13,16.2,447100,3,2,2,7,0,0,휴면/이탈위험
C108583,11,50.6,2236500,4,4,4,12,0,0,휴면/이탈위험
C108584,64,28.8,990700,1,3,3,7,2,1,일반 유지고객
C108585,22,18.0,597600,2,2,2,6,0,0,휴면/이탈위험
C108586,0,14.0,352800,5,1,1,7,0,0,휴면/이탈위험
C108587,0,35.0,532000,5,3,2,10,0,0,휴면/이탈위험
C108588,73,17.0,151300,1,2,1,4,2,0,일반 유지고객
C108589,28,4.4,76100,2,1,1,4,0,0,휴면/이탈위험
C108590,46,33.0,976800,1,3,3,7,2,1,일반 유지고객
C108591,9,51.0,1688100,4,4,4,12,0,0,휴면/이탈위험
C108592,13,2.8,91300,3,1,1,5,0,0,휴면/이탈위험
C108593,24,20.7,542300,2,2,2,6,0,1,휴면/이탈위험
C108594,70,3.0,78000,1,1,1,3,2,1,일반 유지고객
C108595,12,18.9,669100,3,2,2,7,0,0,휴면/이탈위험
C108596,34,176.0,8113600,2,5,5,12,1,0,VIP 충성고객
C108597,9,15.6,873600,4,2,3,9,0,0,휴면/이탈위험
C108598,0,87.2,3331000,5,5,5,15,3,0,성장 잠재고객
C108599,16,106.5,1767900,3,5,4,12,3,0,성장 잠재고객
C108600,42,14.5,485800,1,2,2,5,2,0,일반 유지고객
C108601,54,73.2,2466800,1,4,4,9,2,0,일반 유지고객
C108602,30,7.8,102200,2,1,1,4,0,0,휴면/이탈위험
C108603,32,24.7,689100,2,2,2,6,0,0,휴면/이탈위험
C108604,39,70.3,3339200,1,4,5,10,3,0,성장 잠재고객
C108605,25,38.0,452200,2,3,2,7,0,0,휴면/이탈위험
C108606,55,25.6,647700,1,2,2,5,2,0,일반 유지고객
C108607,19,30.0,978000,3,3,3,9,0,1,휴면/이탈위험
C108608,16,181.5,3920400,3,5,5,13,3,0,성장 잠재고객
C108609,76,30.4,1179500,1,3,3,7,2,0,일반 유지고객
C108610,13,83.7,2586300,3,5,5,13,3,0,성장 잠재고객
C108611,15,3.0,180300,3,1,1,5,0,0,휴면/이탈위험
C108612,51,19.8,934600,1,2,3,6,2,0,일반 유지고객
C108613,7,72.0,3441600,4,4,5,13,3,0,성장 잠재고객
C108614,0,57.6,800600,5,4,2,11,0,0,휴면/이탈위험
C108615,0,28.5,470200,5,3,2,10,0,0,휴면/이탈위험
C108616,42,142.5,5144200,1,5,5,11,3,1,성장 잠재고객
C108617,47,16.5,594000,1,2,2,5,2,0,일반 유지고객
C108618,19,74.8,3620300,3,5,5,13,3,0,성장 잠재고객
C108619,30,28.6,1481500,2,3,4,9,0,1,휴면/이탈위험
C108620,0,21.6,1226900,5,2,3,10,0,1,휴면/이탈위험
C108621,41,184.0,5520000,1,5,5,11,1,1,VIP 충성고객
C108622,0,45.1,1456700,5,4,4,13,0,0,휴면/이탈위험
C108623,7,14.4,430600,4,2,2,8,0,0,휴면/이탈위험
C108624,108,49.5,1697800,1,4,4,9,2,1,일반 유지고객
C108625,0,33.0,1201200,5,3,3,11,0,0,휴면/이탈위험
C108626,26,15.6,326000,2,2,1,5,0,0,휴면/이탈위험
C108627,11,13.8,434700,4,1,2,7,0,0,휴면/이탈위험
C108628,20,20.3,517600,3,2,2,7,0,1,휴면/이탈위험
C108629,10,166.6,4998000,4,5,5,14,1,0,VIP 충성고객
C108630,27,17.5,581000,2,2,2,6,0,0,휴면/이탈위험
C108631,10,58.0,1055600,4,4,3,11,0,0,휴면/이탈위험
C108632,0,22.4,716800,5,2,2,9,0,0,휴면/이탈위험
C108633,15,57.2,1819000,3,4,4,11,0,1,휴면/이탈위험
C108634,9,66.0,3187800,4,4,5,13,3,0,성장 잠재고객
C108635,76,39.0,1119300,1,3,3,7,2,0,일반 유지고객
C108636,39,39.9,1145100,1,3,3,7,2,0,일반 유지고객
C108637,36,9.2,397400,2,1,1,4,2,0,일반 유지고객
C108638,4,20.3,897300,4,2,3,9,0,0,휴면/이탈위험
C108639,47,42.0,1398600,1,3,3,7,2,0,일반 유지고객
C108640,37,5.1,153000,2,1,1,4,2,0,일반 유지고객
C108641,0,61.0,2196000,5,4,4,13,3,0,성장 잠재고객
C108642,1,29.4,655600,5,3,2,10,0,0,휴면/이탈위험
C108643,7,99.0,4009500,4,5,5,14,3,0,성장 잠재고객
C108644,0,7.0,235900,5,1,1,7,0,0,휴면/이탈위험
C108645,12,61.6,1712500,3,4,4,11,0,0,휴면/이탈위험
C108646,9,23.0,526700,4,2,2,8,0,1,휴면/이탈위험
C108647,6,49.5,1866200,4,4,4,12,0,0,휴면/이탈위험
C108648,0,52.0,894400,5,4,3,12,0,0,휴면/이탈위험
C108649,0,54.0,2273400,5,4,4,13,3,0,성장 잠재고객
C108650,33,29.0,452400,2,3,2,7,0,0,휴면/이탈위험
C108651,23,8.6,374100,2,1,1,4,0,0,휴면/이탈위험
C108652,0,18.0,916200,5,2,3,10,0,0,휴면/이탈위험
C108653,26,30.8,942500,2,3,3,8,0,0,휴면/이탈위험
C108654,0,142.6,2552500,5,5,4,14,3,0,성장 잠재고객
C108655,9,23.0,614100,4,2,2,8,0,0,휴면/이탈위험
C108656,40,76.0,3123600,1,5,5,11,3,1,성장 잠재고객
C108657,0,70.5,846000,5,4,3,12,0,0,휴면/이탈위험
C108658,22,5.0,85000,2,1,1,4,0,0,휴면/이탈위험
C108659,21,27.6,507800,3,3,2,8,0,0,휴면/이탈위험
C108660,11,29.9,149500,4,3,1,8,0,0,휴면/이탈위험
C108661,0,16.0,272000,5,2,1,8,0,0,휴면/이탈위험
C108662,47,88.0,1760000,1,5,4,10,2,1,일반 유지고객
C108663,9,83.6,4372300,4,5,5,14,3,0,성장 잠재고객
C108664,0,228.8,8259700,5,5,5,15,1,0,VIP 충성고객
C108665,24,22.5,699800,2,2,2,6,0,1,휴면/이탈위험
C108666,8,14.0,441000,4,1,2,7,0,1,휴면/이탈위험
C108667,0,18.2,287600,5,2,1,8,0,1,휴면/이탈위험
C108668,38,153.9,5263400,2,5,5,12,1,0,VIP 충성고객
C108669,0,151.2,3628800,5,5,5,15,3,0,성장 잠재고객
C108670,5,73.7,4024000,4,4,5,13,3,0,성장 잠재고객
C108671,100,13.2,563600,1,1,2,4,2,1,일반 유지고객
C108672,0,82.8,3320300,5,5,5,15,3,0,성장 잠재고객
C108673,48,103.5,2908400,1,5,5,11,3,1,성장 잠재고객
C108674,34,58.3,1714000,2,4,4,10,2,0,일반 유지고객
C108675,54,17.1,483900,1,2,2,5,2,1,일반 유지고객
C108676,13,75.9,1943000,3,5,4,12,3,0,성장 잠재고객
C108677,13,39.1,965800,3,3,3,9,0,0,휴면/이탈위험
C108678,25,67.6,2305200,2,4,4,10,3,0,성장 잠재고객
C108679,0,37.4,1118300,5,3,3,11,0,0,휴면/이탈위험
C108680,0,12.8,577300,5,1,2,8,0,0,휴면/이탈위험
C108681,52,220.8,8611200,1,5,5,11,1,1,VIP 충성고객
C108682,0,2.8,90200,5,1,1,7,0,0,휴면/이탈위험
C108683,4,23.2,902500,4,2,3,9,0,0,휴면/이탈위험
C108684,0,13.2,414500,5,1,2,8,0,1,휴면/이탈위험
C108685,19,33.8,885600,3,3,3,9,0,0,휴면/이탈위험
C108686,0,19.2,506900,5,2,2,9,0,0,휴면/이탈위험
C108687,0,49.4,1817900,5,4,4,13,0,0,휴면/이탈위험
C108688,0,74.1,3164100,5,4,5,14,3,0,성장 잠재고객
C108689,62,40.0,1600000,1,3,4,8,2,1,일반 유지고객
C108690,22,72.8,2453400,2,4,4,10,3,0,성장 잠재고객
C108691,21,73.8,1431700,3,4,4,11,3,0,성장 잠재고객
C108692,10,17.4,495900,4,2,2,8,0,0,휴면/이탈위험
C108693,22,13.5,568400,2,1,2,5,0,0,휴면/이탈위험
C108694,0,86.4,3542400,5,5,5,15,3,0,성장 잠재고객
C108695,14,4.0,214000,3,1,1,5,0,0,휴면/이탈위험
C108696,17,42.4,602100,3,3,2,8,0,0,휴면/이탈위험
C108697,13,23.4,1006200,3,2,3,8,0,0,휴면/이탈위험
C108698,34,58.8,752600,2,4,2,8,0,1,휴면/이탈위험
C108699,44,23.4,1006200,1,2,3,6,2,0,일반 유지고객
C108700,18,28.0,1150800,3,3,3,9,0,0,휴면/이탈위험
C108701,48,27.3,963700,1,3,3,7,2,0,일반 유지고객
C108702,23,10.8,196600,2,1,1,4,0,1,휴면/이탈위험
C108703,16,40.7,928000,3,3,3,9,0,0,휴면/이탈위험
C108704,45,35.2,1147500,1,3,3,7,2,0,일반 유지고객
C108705,0,8.4,236900,5,1,1,7,0,0,휴면/이탈위험
C108706,27,6.7,356400,2,1,1,4,0,0,휴면/이탈위험
C108707,21,66.0,2092200,3,4,4,11,3,1,성장 잠재고객
C108708,46,16.8,322600,1,2,1,4,2,0,일반 유지고객
C108709,2,42.5,1364200,4,3,3,10,0,1,휴면/이탈위험
C108710,33,85.8,4410100,2,5,5,12,3,1,성장 잠재고객
C108711,24,96.9,4971000,2,5,5,12,3,0,성장 잠재고객
C108712,8,92.5,1979500,4,5,4,13,3,0,성장 잠재고객
C108713,31,53.2,2590800,2,4,5,11,3,0,성장 잠재고객
C108714,19,46.2,1136500,3,4,3,10,0,0,휴면/이탈위험
C108715,9,126.0,6111000,4,5,5,14,3,0,성장 잠재고객
C108716,8,24.0,604800,4,2,2,8,0,0,휴면/이탈위험
C108717,52,85.8,1501500,1,5,4,10,2,0,일반 유지고객
C108718,11,163.2,6936000,4,5,5,14,1,0,VIP 충성고객
C108719,29,40.8,1252600,2,3,3,8,0,1,휴면/이탈위험
C108720,8,32.9,1460800,4,3,4,11,0,1,휴면/이탈위험
C108721,47,22.0,789800,1,2,2,5,2,0,일반 유지고객
C108722,8,41.8,1705400,4,3,4,11,0,0,휴면/이탈위험
C108723,41,39.9,1855400,1,3,4,8,2,0,일반 유지고객
C108724,61,12.0,379200,1,1,1,3,2,0,일반 유지고객
C108725,41,1.4,32900,1,1,1,3,2,1,일반 유지고객
C108726,95,43.2,488200,1,3,2,6,2,1,일반 유지고객
C108727,14,34.0,887400,3,3,3,9,0,1,휴면/이탈위험
C108728,23,22.4,165800,2,2,1,5,0,0,휴면/이탈위험
C108729,30,19.2,1209600,2,2,3,7,0,0,휴면/이탈위험
C108730,41,8.5,82400,1,1,1,3,2,1,일반 유지고객
C108731,52,34.1,1336700,1,3,3,7,2,0,일반 유지고객
C108732,5,58.8,1405300,4,4,3,11,0,0,휴면/이탈위험
C108733,14,28.6,1421400,3,3,4,10,0,0,휴면/이탈위험
C108734,0,56.0,2352000,5,4,4,13,3,0,성장 잠재고객
C108735,0,35.0,462000,5,3,2,10,0,0,휴면/이탈위험
C108736,2,14.3,496200,4,1,2,7,0,0,휴면/이탈위험
C108737,13,62.1,1179900,3,4,3,10,0,0,휴면/이탈위험
C108738,14,60.2,1125700,3,4,3,10,0,0,휴면/이탈위험
C108739,23,22.5,882000,2,2,3,7,0,1,휴면/이탈위험
C108740,9,26.0,725400,4,2,2,8,0,1,휴면/이탈위험
C108741,18,85.8,3397700,3,5,5,13,3,1,성장 잠재고객
C108742,14,2.2,64900,3,1,1,5,0,0,휴면/이탈위험
C108743,64,3.3,90100,1,1,1,3,2,1,일반 유지고객
C108744,7,8.6,302700,4,1,1,6,0,0,휴면/이탈위험
C108745,20,86.7,5583500,3,5,5,13,3,0,성장 잠재고객
C108746,39,21.0,865200,1,2,3,6,2,0,일반 유지고객
C108747,54,19.8,562300,1,2,2,5,2,1,일반 유지고객
C108748,1,28.6,769300,5,3,2,10,0,0,휴면/이탈위험
C108749,10,18.2,91000,4,2,1,7,0,0,휴면/이탈위험
C108750,0,26.4,1159000,5,2,3,10,0,0,휴면/이탈위험
C108751,32,19.0,554800,2,2,2,6,0,0,휴면/이탈위험
C108752,1,70.2,3341500,5,4,5,14,3,0,성장 잠재고객
C108753,0,145.6,5227000,5,5,5,15,3,0,성장 잠재고객
C108754,26,6.5,222300,2,1,1,4,0,0,휴면/이탈위험
C108755,10,38.4,629800,4,3,2,9,0,0,휴면/이탈위험
C108756,63,12.3,562100,1,1,2,4,2,0,일반 유지고객
C108757,5,89.3,1812800,4,5,4,13,3,0,성장 잠재고객
C108758,9,41.6,1576600,4,3,4,11,0,0,휴면/이탈위험
C108759,62,50.4,1900100,1,4,4,9,2,0,일반 유지고객
C108760,15,73.6,2627500,3,4,5,12,3,0,성장 잠재고객
C108761,0,132.3,4974500,5,5,5,15,3,0,성장 잠재고객
C108762,27,47.5,1282500,2,4,3,9,0,1,휴면/이탈위험
C108763,3,8.4,352000,4,1,1,6,0,0,휴면/이탈위험
C108764,11,24.6,1089800,4,2,3,9,0,0,휴면/이탈위험
C108765,0,90.0,2979000,5,5,5,15,3,0,성장 잠재고객
C108766,14,65.1,2551900,3,4,4,11,3,0,성장 잠재고객
C108767,14,18.5,203500,3,2,1,6,0,0,휴면/이탈위험
C108768,23,51.0,1371900,2,4,3,9,0,0,휴면/이탈위험
C108769,8,68.9,2990300,4,4,5,13,3,0,성장 잠재고객
C108770,44,4.8,178600,1,1,1,3,2,1,일반 유지고객
C108771,8,142.2,6185700,4,5,5,14,1,0,VIP 충성고객
C108772,15,36.0,835200,3,3,3,9,0,0,휴면/이탈위험
C108773,119,15.2,560900,1,2,2,5,2,1,일반 유지고객
C108774,18,10.8,207400,3,1,1,5,0,0,휴면/이탈위험
C108775,59,201.6,6834200,1,5,5,11,1,0,VIP 충성고객
C108776,13,18.0,90000,3,2,1,6,0,0,휴면/이탈위험
C108777,33,49.5,2905600,2,4,5,11,3,0,성장 잠재고객
C108778,2,5.6,228500,4,1,1,6,0,0,휴면/이탈위험
C108779,36,22.4,1050600,2,2,3,7,2,0,일반 유지고객
C108780,0,159.6,4931600,5,5,5,15,3,0,성장 잠재고객
C108781,59,66.0,2554200,1,4,4,9,2,1,일반 유지고객
C108782,12,94.4,4314100,3,5,5,13,3,0,성장 잠재고객
C108783,72,80.5,3686900,1,5,5,11,2,1,일반 유지고객
C108784,7,15.6,438400,4,2,2,8,0,0,휴면/이탈위험
C108785,17,21.6,1378100,3,2,3,8,0,0,휴면/이탈위험
C108786,0,24.8,808500,5,2,2,9,0,0,휴면/이탈위험
C108787,2,44.2,1785700,4,4,4,12,0,0,휴면/이탈위험
C108788,0,57.0,1584600,5,4,4,13,0,0,휴면/이탈위험
C108789,52,24.0,446400,1,2,2,5,2,0,일반 유지고객
C108790,15,15.0,627000,3,2,2,7,0,0,휴면/이탈위험
C108791,20,6.3,83200,3,1,1,5,0,0,휴면/이탈위험
C108792,0,33.6,1105400,5,3,3,11,0,1,휴면/이탈위험
C108793,21,44.1,1040800,3,3,3,9,0,0,휴면/이탈위험
C108794,15,160.0,5792000,3,5,5,13,1,0,VIP 충성고객
C108795,0,24.0,456000,5,2,2,9,0,0,휴면/이탈위험
C108796,9,54.4,1632000,4,4,4,12,0,0,휴면/이탈위험
C108797,4,5.4,132300,4,1,1,6,0,0,휴면/이탈위험
C108798,4,142.6,4948200,4,5,5,14,3,0,성장 잠재고객
C108799,73,117.0,2281500,1,5,4,10,2,0,일반 유지고객
C108800,23,96.0,3705600,2,5,5,12,3,0,성장 잠재고객
C108801,17,25.3,199900,3,2,1,6,0,1,휴면/이탈위험
C108802,0,63.0,1814400,5,4,4,13,0,0,휴면/이탈위험
C108803,0,85.5,3120800,5,5,5,15,3,0,성장 잠재고객
C108804,33,55.8,2092500,2,4,4,10,0,0,휴면/이탈위험
C108805,0,185.0,9083500,5,5,5,15,1,0,VIP 충성고객
C108806,16,39.6,994000,3,3,3,9,0,1,휴면/이탈위험
C108807,35,147.0,7305900,2,5,5,12,1,0,VIP 충성고객
C108808,12,30.8,1232000,3,3,3,9,0,0,휴면/이탈위험
C108809,6,41.6,1784600,4,3,4,11,0,0,휴면/이탈위험
C108810,14,38.0,1862000,3,3,4,10,0,1,휴면/이탈위험
C108811,12,91.8,3167100,3,5,5,13,3,0,성장 잠재고객
C108812,13,32.0,768000,3,3,2,8,0,1,휴면/이탈위험
C108813,2,5.8,247700,4,1,1,6,0,0,휴면/이탈위험
C108814,0,6.0,106800,5,1,1,7,0,0,휴면/이탈위험
C108815,33,44.2,1551400,2,4,4,10,0,1,휴면/이탈위험
C108816,16,43.2,1525000,3,3,4,10,0,0,휴면/이탈위험
C108817,32,15.4,465100,2,2,2,6,0,0,휴면/이탈위험
C108818,7,13.2,411800,4,1,2,7,0,0,휴면/이탈위험
C108819,25,24.0,120000,2,2,1,5,0,1,휴면/이탈위험
C108820,3,4.9,128900,4,1,1,6,0,0,휴면/이탈위험
C108821,40,17.6,621300,1,2,2,5,2,1,일반 유지고객
C108822,40,56.1,1969100,1,4,4,9,2,0,일반 유지고객
C108823,73,49.6,2713100,1,4,5,10,2,0,일반 유지고객
C108824,9,9.6,340800,4,1,1,6,0,0,휴면/이탈위험
C108825,0,51.6,2420000,5,4,4,13,3,0,성장 잠재고객
C108826,0,68.0,2380000,5,4,4,13,3,0,성장 잠재고객
C108827,11,33.0,1158300,4,3,3,10,0,0,휴면/이탈위험
C108828,0,29.0,588700,5,3,2,10,0,0,휴면/이탈위험
C108829,3,25.2,1063400,4,2,3,9,0,0,휴면/이탈위험
C108830,40,21.0,858900,1,2,3,6,2,0,일반 유지고객
C108831,5,82.5,3267000,4,5,5,14,3,0,성장 잠재고객
C108832,15,78.0,2168400,3,5,4,12,3,0,성장 잠재고객
C108833,13,28.8,581800,3,3,2,8,0,0,휴면/이탈위험
C108834,0,134.9,4195400,5,5,5,15,3,0,성장 잠재고객
C108835,62,124.2,4086200,1,5,5,11,3,0,성장 잠재고객
C108836,31,36.3,747800,2,3,2,7,0,1,휴면/이탈위험
C108837,11,102.6,2729200,4,5,5,14,3,0,성장 잠재고객
C108838,12,59.4,1182100,3,4,3,10,0,0,휴면/이탈위험
C108839,4,58.5,1567800,4,4,4,12,0,0,휴면/이탈위험
C108840,0,29.9,1085400,5,3,3,11,0,0,휴면/이탈위험
C108841,33,11.2,472600,2,1,2,5,0,0,휴면/이탈위험
C108842,12,46.0,1715800,3,4,4,11,0,0,휴면/이탈위험
C108843,5,57.4,2186900,4,4,4,12,3,0,성장 잠재고객
C108844,33,67.2,2862700,2,4,5,11,3,0,성장 잠재고객
C108845,7,39.6,2201800,4,3,4,11,0,0,휴면/이탈위험
C108846,7,7.2,87800,4,1,1,6,0,0,휴면/이탈위험
C108847,1,91.2,2763400,5,5,5,15,3,1,성장 잠재고객
C108848,67,99.4,3508800,1,5,5,11,2,0,일반 유지고객
C108849,113,2.4,53500,1,1,1,3,2,1,일반 유지고객
C108850,17,17.6,517400,3,2,2,7,0,0,휴면/이탈위험
C108851,36,26.4,1737100,2,2,4,8,2,0,일반 유지고객
C108852,0,78.0,4321200,5,5,5,15,3,0,성장 잠재고객
C108853,18,46.5,1334600,3,4,3,10,0,0,휴면/이탈위험
C108854,51,127.5,4462500,1,5,5,11,3,0,성장 잠재고객
C108855,22,70.2,4036500,2,4,5,11,3,1,성장 잠재고객
C108856,1,28.6,998100,5,3,3,11,0,0,휴면/이탈위험
C108857,17,27.5,976200,3,3,3,9,0,0,휴면/이탈위험
C108858,0,118.8,3160100,5,5,5,15,3,0,성장 잠재고객
C108859,3,37.7,1089500,4,3,3,10,0,0,휴면/이탈위험
C108860,180,69.3,3180900,1,4,5,10,2,1,일반 유지고객
C108861,54,6.8,295100,1,1,1,3,2,1,일반 유지고객
C108862,16,13.0,820300,3,1,3,7,0,0,휴면/이탈위험
C108863,0,68.8,2050200,5,4,4,13,3,0,성장 잠재고객
C108864,50,36.4,1095600,1,3,3,7,2,0,일반 유지고객
C108865,66,117.0,2117700,1,5,4,10,2,1,일반 유지고객
C108866,41,11.2,231800,1,1,1,3,2,0,일반 유지고객
C108867,44,3.2,93400,1,1,1,3,2,1,일반 유지고객
C108868,30,124.7,1783200,2,5,4,11,3,0,성장 잠재고객
C108869,10,90.3,2943800,4,5,5,14,3,0,성장 잠재고객
C108870,11,7.2,334800,4,1,1,6,0,0,휴면/이탈위험
C108871,38,253.8,10050500,2,5,5,12,1,0,VIP 충성고객
C108872,46,111.0,4184700,1,5,5,11,3,0,성장 잠재고객
C108873,18,58.0,922200,3,4,3,10,0,0,휴면/이탈위험
